id,书名,豆瓣评分,基本信息,内容简介,作者简介
1014533,书剑恩仇录(上下),7.2,"



    
    
  
    

      
 作者
:
        
            
金庸

    


    
    
  
    
出版社:

      
生活·读书·新知三联书店

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 1999-04


    
    
  
    
页数:
 687


    
    
  
    
定价:
 0


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
金庸作品集（三联口袋本）


    
    
  
    
      
      
ISBN:
 9787108012579


    
    
  



","此书是金庸首部长篇武侠小说，又名《书剑江山》，著于1955年，现收录在《金庸作品集》中。小说写清乾隆年间，江南武林帮会红花会为反清复明，与清廷斗智斗勇的故事。也是这本小说把研究乾隆是否汉人一事，推到高峰。
","金庸（1924年2月6日—），香港“大紫荆勋贤”。原名查良镛(zhā liáng yōng，英：Louis Cha)，浙江海宁人，当代著名作家、新闻学家、企业家、社会活动家，《香港基本法》主要起草人之一。金庸是新派武侠小说最杰出的代表作家，被普遍誉为武侠小说作家的“泰山北斗”，更有金迷们尊称其为“金大侠”或“查大侠”。
金庸生于1924年，祖籍为安徽省桐城，出生在浙江海宁，查家为当地望族，历史上最鼎盛期为清康熙年间，以查慎行为首叔侄七人同任翰林。现代查氏家族还有两位知名人物，南开大学教授查良铮（穆旦）（四十年代九叶派代表诗人，翻译家），台湾学术界风云人物、司法部长查良钊。出自海宁的著名人物还有王国维和徐志摩。徐志摩是金庸的表兄。金庸祖父查沧珊是“丹阳教案”的当事人。
1937年，金庸考入浙江一流的杭州高中，离开家乡海宁。1939年金庸15岁时曾经和同...
金庸（1924年2月6日—），香港“大紫荆勋贤”。原名查良镛(zhā liáng yōng，英：Louis Cha)，浙江海宁人，当代著名作家、新闻学家、企业家、社会活动家，《香港基本法》主要起草人之一。金庸是新派武侠小说最杰出的代表作家，被普遍誉为武侠小说作家的“泰山北斗”，更有金迷们尊称其为“金大侠”或“查大侠”。
金庸生于1924年，祖籍为安徽省桐城，出生在浙江海宁，查家为当地望族，历史上最鼎盛期为清康熙年间，以查慎行为首叔侄七人同任翰林。现代查氏家族还有两位知名人物，南开大学教授查良铮（穆旦）（四十年代九叶派代表诗人，翻译家），台湾学术界风云人物、司法部长查良钊。出自海宁的著名人物还有王国维和徐志摩。徐志摩是金庸的表兄。金庸祖父查沧珊是“丹阳教案”的当事人。
1937年，金庸考入浙江一流的杭州高中，离开家乡海宁。1939年金庸15岁时曾经和同学一起编写了一本指导学生升初中的参考书《给投考初中者》，畅销内地，这是此类书籍在中国第一次出版，也是金庸出版的第一本书。1941年日军攻到浙江，金庸进入联合高中，那时他17岁，临毕业时因为写讽刺黑板报《阿丽丝漫游记》被开除。另一说是写情书.1944年考入重庆国立政治大学外文系，因对国民党职业学生不满投诉被勒令退学，一度进入中央图书馆工作，后转入苏州东吴大学(今苏州大学)学习国际法。抗战胜利后回杭州进《东南日报》做记者，1948年在数千人参加的考试中脱颖而出，进入《大公报》，做编辑和收听英语国际电讯广播当翻译。不久《大公报》香港版复刊，金庸南下到香港。
1950年，《大公报》所属《新晚报》创刊，金庸调任副刊编辑，主持《下午茶座》栏目，也做翻译、记者工作，与梁羽生（原名陈文统）一个办公桌，写过不少文艺小品和影评（笔名姚馥兰和林欢）。姚馥兰的意思是英文的Your friend.(你的朋友)。1955年开写《书剑恩仇录》，在《大公报》与梁羽生、陈凡（百剑堂主）开设《三剑楼随笔》，成为专栏作家。1957年进入长城电影公司，专职为编剧，写过《绝代佳人》、《兰花花》、《不要离开我》、《三恋》、《小鸽子姑娘》、《午夜琴声》等剧本，合导过《有女怀春》、《王老虎抢亲》（所用笔名为林欢）。
建国不久，金庸为了实现外交家的理想来到北京，但由于种种原因而失望地回到香港，从而开始了武侠小说的创作。
1959年离开长城电影公司，与中学同学沈宝新合资创办《明报》，任主编兼社长历35年，期间又创办《明报月刊》、《明报周刊》、新加坡《新明日报》及马来西亚《新明日报》等。金庸任董事长期间，《明报》成为香港最有影响的报纸之一，有人把它比喻成香港的《泰晤士报》。其对中国时局的预测和分析，是其它报纸不能比拟的。《明报月刊》则是华人世界最文人化的刊物，其对大中华关怀，深受全世界华人好评。
从五十年代末——七十年代初，金庸共写武侠小说15部，1972年宣布封笔，开始修订工作。
1981年后金庸数次回大陆，先后受到邓小平、江泽民等领导人的接见，1985年任香港基本法起草委员会委员，1986年被任命为基本法起草委员会“政治体制”小组港方负责人，1989年辞去基本法委员职务，卸任《明报》社长职务，1992年到英国牛津大学当访问学者，1994年辞去《明报》企业董事局主席职务。1999~2005年任浙江大学人文学院院长。
金庸博学多才。就武侠小说方面，金庸阅历丰富，知识渊博，文思敏捷，眼光独到。他继承古典武侠小说之精华，开创了形式独特、情节曲折、描写细腻且深具人性和豪情侠义的新派武侠小说先河。举凡历史、政治、古代哲学、宗教、文学、艺术、电影等都有研究，作品中琴棋书画、诗词典章、天文历算、阴阳五行、奇门遁甲、儒道佛学均有涉猎，金庸还是香港著名的政论家、企业家、报人，曾获法国总统“荣誉军团骑士”勋章，英国牛津大学董事会成员及两所学院荣誉院士，多家大学名誉博士。
金庸一支笔写武侠，一支笔纵论时局，享誉香江；少年游侠，中年游艺，老年游仙；为文可以风行一世，为商可以富比陶朱，为政可以参国论要：金庸一生的传奇，可谓多姿多彩之至。佛学对金庸的影响很大。在他的文学作品中处处可见金庸中庸平和的风格。
"
1469051,左耳,6.9,"



    
    
  

    
作者:

        

            饶雪漫

    



    
    
  
    
出版社:

      
当代世界出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2006-2


    
    
  
    
页数:
 288


    
    
  
    
定价:
 22.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
左耳


    
    
  
    
      
      
ISBN:
 9787509000304


    
    
  



","该书延续了作者一贯的创作路线，讲述关于青春成长的故事。但经过多年的写作实践后，饶雪漫创作的喷发期终于到来，《左耳》被各界一致认为是饶雪漫的巅峰之作。它生动地塑造了小耳朵，吧啦，张漾，许弋等一批性格迥异的年轻人的形像，并用极富张力的文字完美展现了当下青年人成长时期的疼痛和美好。
","亲爱的
微笑 眼泪
一朵花一粒沙
一串暗红色的冰糖葫芦
坚持不哭的维尼小熊
写在玻璃上的誓言
我疼过的心尖
皆是我们爱过的证据
——选自木子耳的博客《左耳说爱我》
很多天过去了，我都不知道该如何去称呼他。
很多时候，我习惯说：“噢。”他就笑起来，不过他笑完就算了，从不强求我，或者是给我一些建议什么的。老实说，这实在是一场有些奇特的恋爱，我猜想这主要是因为它从一开始就以..
"
4872671,佛祖在一号线,8.2,"



    
    
  
    

      
 作者
:
        
            
李海鹏

    


    
    
  
    
出版社:

      
文化艺术出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2010-6


    
    
  
    
页数:
 191


    
    
  
    
定价:
 25.00元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787503945434


    
    
  



","千呼万唤的李海鹏首部专栏集，中国当下最好的专栏作家之一。
本书是著名新闻人和评论人李海鹏在《第一财经周刊》、《南方周末》和《智族GQ》上的专栏集结。涉及社会、经济、文化、生活的时评和杂文。语言睿智幽默、见解险直犀利，让民众听到一种最清醒有力的声音。
李海鹏的身份并不是作为《南方周末》的高级记者记，或者《第一财经周刊》的专栏名家，或者《GQ》的专题总监而被大家记住的，他被人尊敬和认识，是因为他近乎天真的对自由的执着，对伟大社会成形的关注及焦心。抽丝剥茧的分析，吹毛断发的文字，掷地成声的观点，恣肆放达的叙述，这些都注满了李海鹏的所有文章，其间到处安放着才情、思想、和对自由美好世界的向往，以至于除此之外，他几乎一无所有了。
图书品牌：磨铁——文治图书
请海鹏写专栏是《第一财经周刊》做的最好的决定之一。很多时候我们怯于表达，海鹏有勇气；很多时候我们的表达不够准确，海鹏对语言和逻辑的把握让他的文字充满力量；最关键的是，海鹏的优雅和从容，于是有了我们这个时代最值得阅读的文字。
——伊险峰 《第一财经周刊》执行总编
海鹏把第一篇专栏《台风》给我时，不确定地说“不知道是不是GQ要的”。至今我都很感谢他，那篇专栏是我第一次看到他回望内心的写作，感受到他“手指触及真理核心时的极度快感”，那声音好古怪。我想，这些细碎、微妙、不经意又很本质的描述，才是生命最原本的光辉啊。
——王锋 《智族GQ》编辑总监
在世界到处是光的今天，我们缺少另一种光。李海鹏的书像一颗小钻石，清醒、隐蔽，光芒四射。
——马莉 诗人、画家、《南方周末》高级编辑
无论作为记者还是专栏作家，李海鹏都长于发现无所不在的荒诞，但他文字的底色是悲悯，悲民生之多艰，悲世人昏庸而不自知。因此他刻薄、幽默、不羁却温热。汉语被他如此高妙自如地运用，像一个狡黠而骄傲的小男孩把玩他心爱的弹弓。
——杨瑞春 《中国新闻周刊》执行主编
","李海鹏：
新闻记者和专栏作者。曾任《南方周末》高级记者。1972年生，毕业于辽宁大学中文系。作品典范而不拘一格，怀抱理想精神又深具现代意识，蕴含文字之美、独到见识和对人与事的深邃了解。他以公众利益、思想自由和民智提升为新闻的最终目的。中国新闻业的最佳特稿作者。
熔炼了见解、诗意和幽默感的专栏作者。曾在《第一财经周刊》、《南方周末》和《智族GQ》辟有专栏。
2010年《GQ》中文版 Men of the Year 年度专栏作家。
"
1439216,伯爵該隱 ~ 诅咒之子,8.6,"



    
    
  

    
作者:

        

            由貴香織里

    



    
    
  
    
        
出版社:
 文化傳信有限公司


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
定价:
 30


    
    
  

    
    
  

    
    
  
    
      
      
ISBN:
 9789626803066


    
    
  



","“你的过去与未来都是一片黑暗，那是没有结果的迷宫……王者站在尸堆中……永远的彷徨”。
年少的伯爵拥有一双金绿色的眼眸---而那便是有罪的证明。
背负着古老家族的哀荣，该隐·C·哈利斯在十二岁便继承了伯爵的爵位，过着衣食无虞的生活。现年十七岁的该隐常常身着黑衣，英俊、优雅，似乎很符合人们对于贵族的印象。然而他却有一个人尽皆知的诡异兴趣--收集毒药。
“该隐”，那是，第一个杀死自己亲人的人类的名字。
似乎所有的不幸都围绕着这个以""该隐""为名的少年，不间断地发生着。
他是姐弟乱伦的孩子，自出生起诅咒和杀意就时刻伴随身边。 该隐很显然是设定为""黑羊""存在。既是罪的化身，又是无辜的牺牲品的代表。
在这个浑浊的世界里，他用他的手去惩罚满手鲜血的罪人，他用他的手去帮助无助的人，但他不是救世主，他不过也是那身陷黑暗的人之一，他也是个染满鲜血的罪人，而他的帮助，通常只会给自己带来更多的不幸和无奈。
一个个短小精悍的故事，讲述着人性无法避免的恶毒与脆弱。十九世纪没落的维多利亚皇朝统治，充彻着黑暗与无奈，上流社会的贵族们沉浸在酒肉财色中，人心的腐化带了来整个社会的不稳定，杀妻弑子，戕父乱伦的行为屡见不鲜，迂腐可笑的家族联姻、彼此利用的人际交往使所有人卷入悲剧中却不自知更无法自拔。《毒伯爵该隐》中可以说没有一个真正纯洁的存在，但是，还是有善良和爱。
生存，也许是《毒伯爵该隐》的主题。即使不幸，即使要伤害别人，该隐也要生存下去。如果不继续坚强地活下去，如果不继续在这样肮脏罪恶的社会生存下去，那就什么都无法做了。尽管讨厌，尽管被背叛，尽管无奈，但还是要生存下去。也许，这就是作者由贵小姐要传递的讯息吧。
由贵借《毒伯爵该隐》给我们展示了一幅甜腻柔美的画卷。红色是血的鲜红，蓝色，是泪的冰蓝，夜的黑。那个离我们遥远的时代，真实地，毫无保留地展现在我们眼前。然而，这种空虚，颓废的味道经历了几个世纪的的洗涤却依旧如此熟悉。由贵并没有告诉我们答案。由贵只是借着她的画笔，把她的所见，所闻，所感受的的事物，通过该隐这一人物的牵引，展现在我们面前。
《毒伯爵》的故事假想了一个有著邪恶地下组织,首脑是一度消失的该隐爸爸,以毁灭世界为乐,并以看到自己的亲人错综复杂的爱恋及相互残杀来得到高潮,在贵族华丽的皱摺、宝石,与少女闪著光的大眼睛、及腰的蜷发、与蓬蓬裙下,处处是乱伦、屍体、鲜血、与复仇,但是这里有光,该隐背负著乱伦的罪孽,却拥有世界上最纯净的心灵,将自己隔绝於所有人之外的孤独灵魂,却不凡地吸引所有堕落的人在他澄澈的双眼中获得救赎,所以每篇故事到最後都是感人的,那些杀人不眨眼凶手,都是源自於无可救药的爱。
","作者：由贵香织里
生日：12月18日
出生地点：日本东京市
血型：B
星座：射手座
性格特点：易冷易热的女人，毫无记忆和毅力
处女作：1987年的《夏服的绘理依》
很早就开始学习漫画的由贵香织里，其第一年的习作是《吸血鬼之恋》。得到漫画挑战赛准入选奖的《爱情追缉令》是她在刊载处女作前的最后一部习作，曾被由贵笑称为不可能会得奖的作品。1987年，由贵的处女作《夏服的绘理依》在《别册花与梦》秋之号上刊载，受到读者的欢迎，从此，由贵就一发不可收拾——《残酷的童话》、《沙砾王国》、《戒音》、《毒伯爵该隐》、《天使禁猎区》，部部佳作接连推出，不仅强力震撼了众多读者，也在世纪末的日本漫坛刻下了“由贵香织里”的大名
出道前作品：《When A Heart Beats》
1987年 《夏服的绘理依》
1987年 《恶魔一族》
1988年 《橘色限时炸弹》
1989年...
作者：由贵香织里
生日：12月18日
出生地点：日本东京市
血型：B
星座：射手座
性格特点：易冷易热的女人，毫无记忆和毅力
处女作：1987年的《夏服的绘理依》
很早就开始学习漫画的由贵香织里，其第一年的习作是《吸血鬼之恋》。得到漫画挑战赛准入选奖的《爱情追缉令》是她在刊载处女作前的最后一部习作，曾被由贵笑称为不可能会得奖的作品。1987年，由贵的处女作《夏服的绘理依》在《别册花与梦》秋之号上刊载，受到读者的欢迎，从此，由贵就一发不可收拾——《残酷的童话》、《沙砾王国》、《戒音》、《毒伯爵该隐》、《天使禁猎区》，部部佳作接连推出，不仅强力震撼了众多读者，也在世纪末的日本漫坛刻下了“由贵香织里”的大名
出道前作品：《When A Heart Beats》
1987年 《夏服的绘理依》
1987年 《恶魔一族》
1988年 《橘色限时炸弹》
1989年 《Tokyo Top》
1990年 《洛杉矶的惊险之旅》
1990年 《时间停止的少年》
1991年 《Double》
1992年 《回应石》
1992——1993年 《螺子》
1993年 《砂砾王国》
1991——1994年《毒伯爵该隐》、《情伤茱丽叶》、《谁杀了知更鸟》、《卡夫卡》、《赤羊之刻印》
1994——2000年 《天使禁猎区》
1996年 《戒音》
1998年 《少年残像》
2000年底 《路易革命之白雪姬》
2001年2月 《路易革命之荆棘公主》
2001年4月 《螺子》
2001年5月始 《毒伯爵该隐》连载又开!《God Child》系列
2003年 《夜行爱人专门店 》11月《 GOD CHILD》结载
"
2042063,伊斯坦布尔,8.4,"



    
    
  
    

      
 作者
:
        
            
[土耳其] 奥尔罕·帕慕克

    


    
    
  
    
出版社:

      
上海人民出版社

    


    
    
  
    
出品方:

      
世纪文景

    


    
    
  
    
副标题:
 一座城市的记忆


    
    
  
    
原作名:
 Istanbul


    
    
  
    

      
 译者
:
        
        
        
何佩桦

    


    
    
  
    
出版年:
 2007-3


    
    
  
    
页数:
 352


    
    
  
    
定价:
 36.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
奥尔罕·帕慕克作品系列


    
    
  
    
      
      
ISBN:
 9787208068223


    
    
  



","《伊斯坦布尔：一座城市的记忆》书写的既是一部个人的历史，更是这座城市的忧伤。对帕慕克而言，伊斯坦布尔一直是一座充满帝国遗迹的城市。这个城市特有的“呼愁”，早已渗入少年帕慕克的身体和灵魂之中。如今作为作家的帕慕克，以其独特的历史感与善于描写的杰出天分，重访家族秘史，发掘旧地往事的脉络，拼贴出当代伊斯坦布尔的城市生活。跟随他的成长记忆，我们可以目睹他个人失落的美好时光，认识传统和现代并存的城市历史，感受土耳其文明的感伤。
","奥尔罕·帕慕克（Orhan Pamuk, 1952- ），当代欧洲最杰出的小说家之一，享誉国际的土耳其文学巨擘。出生于伊斯坦布尔，曾在伊斯坦布尔科技技大学主修建筑。2006年获诺贝文学奖，作品已经被译为40多种语言出版。
"
1088065,阿Q正传,8.8,"



    
    
  
    

      
 作者
:
        
            
            
鲁迅 著

        
           /
            
            
丰子恺 绘

    


    
    
  
    
出版社:

      
上海书店出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2003-7


    
    
  
    
页数:
 189


    
    
  
    
定价:
 14.50元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787806222850


    
    
  



","《阿Q正传》讲述值此世纪末，衷心祈愿这里所议论的人物在下一世纪的中国现实生活中淡出；当然，作为光辉的典型人物，他将和哈姆雷特、唐·吉诃德等不朽的名字一样万古不朽。阿Q，是一个卑微渺小的人物，但却是一个巨大的名字。我不说：“伟大”而说“巨大”，是因为这个小人物的确称不上伟大，但这个名字的历史的和美学的涵容量却真是巨大得无比，我想不出世界任何一个文学人物能有阿Q那样巨大的概括性，把几亿人都涵盖进去。几乎每个中国人，你，我，他，都有阿Q的灵魂的因子。阿Q是一个“做奴隶而不可得的时代”的奴隶，比“做稳了奴隶的时代”的奴隶更可悲。做不稳，就要挣扎。他的挣扎当然不可能有过五关、斩六将或爬雪山、过草地那样的英雄事业，但作为一个小人物，他的一生也够悲壮的了。使阿Q的一生焕发悲壮的光采的是，他不仅呈现了清末民初的一个普通百姓的灵魂，几千年来成群而生、成群而死的默默的生长和枯死的灵魂；更是藉着这个灵魂的勾勒，多方面地全国民性的痼疾爆了光。阿Q虽然枪毙了，但他的阴魂不散，时时附在中国人的身上。因为痼疾的病灶埋藏得既深且久，不时复发，至少在本世纪还是常见病和多发病。但愿即将降临的新世纪，这个人物在中国淡出，只留下无与伦比的形象在艺苑中永生。这肯定也是创造这一典型人物的鲁迅的夙愿。
","《阿Q正传》讲述值此世纪末，衷心祈愿这里所议论的人物在下一世纪的中国现实生活中淡出；当然，作为光辉的典型人物，他将和哈姆雷特、唐·吉诃德等不朽的名字一样万古不朽。阿Q，是一个卑微渺小的人物，但却是一个巨大的名字。我不说：“伟大”而说“巨大”，是因为这个小人物的确称不上伟大，但这个名字的历史的和美学的涵容量却真是巨大得无比，我想不出世界任何一个文学人物能有阿Q那样巨大的概括性，把几亿人都涵盖进去。几乎每个中国人，你，我，他，都有阿Q的灵魂的因子。阿Q是一个“做奴隶而不可得的时代”的奴隶，比“做稳了奴隶的时代”的奴隶更可悲。做不稳，就要挣扎。他的挣扎当然不可能有过五关、斩六将或爬雪山、过草地那样的英雄事业，但作为一个小人物，他的一生也够悲壮的了。使阿Q的一生焕发悲壮的光采的是，他不仅呈现了清末民初的一个普通百姓的灵魂，几千年来成群而生、成群而死的默默的生...
"
2340955,暖暖,7.5,"



    
    
  

    
作者:

        

            蔡智恒

    



    
    
  
    
出版社:

      
作家出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2007-11


    
    
  
    
页数:
 236


    
    
  
    
定价:
 19.90元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787506341684


    
    
  



","台湾男孩凉凉毕业后参加了一个海峡两岸学生夏令营活动，来到了古都北京，在那里他遇见了在北京读书的东北女孩暖暖。他们和其他学生一起快乐地游览了北京诸多名胜古迹。在此过程中，凉凉和暖暖的感情也与日俱增。夏令营活动结束后，凉凉依依不舍地离开北京，离开暖暖，回到了台湾，他找了工作，和暖暖一起约定，不管现实如何，都要努力地生活着。
此后，凉凉因为工作关系，再次来到大陆出差，掩不住对暖暖的强烈思念之情，他在回台湾之前去了北京，见到了暖暖。并且和暖暖一起去了哈尔滨，在那里两人的感情更近了一步。最后凉凉虽然仍要和暖暖分开，但彼此的内心跨越台湾海峡，离得更近了。
这篇蔡智恒的最新爱情小说，用他一贯俏皮清新的语言，讲述了一段看似平凡又不平凡的男女感情。再长的物理距离，都无法割舍人内心的感情交流和共鸣。美好真挚的情感，是无论身处何处的人们都梦想拥有的。
","...
"
1418180,思维的乐趣,9,"



    
    
  
    

      
 作者
:
        
            
王小波

    


    
    
  
    
出版社:

      
中国人民大学出版社

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2005-7


    
    
  
    
页数:
 213


    
    
  
    
定价:
 16.80元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
ISBN:
 9787300065397


    
    
  



","作为一个自由人文主义者，王小波终其一生思考着并快乐着，他以自身对“文化大革命”的记忆为重要矿藏，用杂文以独有的调侃的笔调完成了对自由与理性的反思与书写。由李银河编选的王小波杂文集《思维的乐趣》展示的正是一座巍然屹立于戏谑的笑容和令人会心而战栗的幽默之后的智性的迷宫，让读者真切地体会到思维带来的无与伦比的快乐的同时，从他那里学会如何独立而自由地思考。
","王小波，一代著名作家，生前鲜为人知，死后声名广播。自一九九七年四月十一日去世后，他的作品几为全部出版。评论、纪念文章大量涌现，出现了“王小波热”的文化现象。
"
1025176,设计私生活,7.6,"



    
    
  
    

      
 作者
:
        
            
            
欧阳应霁

    


    
    
  
    
出版社:

      
生活·读书·新知三联书店

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 2003-08


    
    
  
    
页数:
 171


    
    
  
    
定价:
 28.00


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
Home书系


    
    
  
    
      
      
ISBN:
 9787108018694


    
    
  



","动情，不管是对人，猫狗兔、大树小草等等，都是人们熟悉的有情众生，可有些人的磁场特别敏感，这种人不只能感受有机生物的电波，对无机生物的能量也极其感应，因此他们看椅子、玩具、衣服、灯、笔记本、积木、图画……都可以把它们看成活物，看到它们活跃的电子活动场。
欧阳应霁就是这样一个人，他描述行遍花花世界看尽设计百态的种种私生活，你会突然觉得此人前世可许是个行脚僧，他今生如专研迷恋人间色相的肌理，百物浮华的层次，其实做的还是修行的事，他修的是悟得色不异空，空不异色的道。
他的《设计私生活》一书，好看就在文章中色与空的辩证，此人写的是时尚神学，他下笔天下微物，表面写得唯物，其实唯心极了。I shop therefore Iam 就是他和创造万物的上帝之间的命题。
年轻人看欧阳应霁这本书，会看到他眼下热门极了的人间花鸟，好多奇人奇物，有一点年纪的就会看到他心中安静下来的世态山水。他写物写到了让人想放下物，他把物看得如此分明，如此认真，最后却像是想转开身，说“我都看过了。”
在他还没有完全转开身前，就让我们来分享一下他充满自觉的“设计私生活”吧！上帝玩设计的游戏，欧阳应霁爱看这场被设计的游戏。
","欧阳应霁：
自香港理工大学设计系获取荣誉学士及哲学硕士以来，长期对现代家居生活及建筑设计潮流观察研究，大量撰写相关评论推介文章，发表于大陆港台报章杂志。出版有生活写作系列《一日一日》《寻常放荡》《两个人住》《回家真好》及《设计私生活》。文字写作以外同时热衷漫画创作，出版有《我的天》《爱到死》《小明》《三七二十一》《我的天使》等等漫画系列及专集。始终迷恋文字和图像，愿意在两者的微妙关系中纠缠成长，矢志做个贪心的，快活的，认真的跨媒体导游。
"
1223575,文化苦旅,7.8,"



    
    
  
    

      
 作者
:
        
            
余秋雨

    


    
    
  
    
出版社:

      
东方出版中心

    


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 1992-03


    
    
  
    
页数:
 320


    
    
  
    
定价:
 20.00元


    
    
  
    
装帧:
 精装


    
    
  
    
丛书:
?
文化大散文系列


    
    
  
    
      
      
ISBN:
 9787806272015


    
    
  



","《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。
","余秋雨，1946年生，艺术理论家，中国文化史学者，散文作家。现任上海戏剧学院院长、教授，上海写作学会会长。在大陆和台湾出版中外艺术史论专著多部，曾赴海内外许多大学和文化机构讲学。1987年被授予“国家级突出贡献专家”荣誉称号。入载英国剑桥《世界名人录》、《国际著名学者录》、《杰出贡献者名录》以及美国传记协会的《五千世界名人录》等。
"
1981647,人气绘本天后高木直子作品典藏（全6册）,8.2,"



    
    
  

    
作者:

        

                [日本]
            高木直子

    



    
    
  
    
出版社:

      
陕西师范大学出版社

    


    
    
  

    
    
  

    
    
  

    
    
  
    

      
 译者
:
        
        
        
洪俞君

    


    
    
  
    
出版年:
 2007-4-1


    
    
  

    
    
  
    
定价:
 120.00元


    
    
  
    
装帧:
 平装


    
    
  
    
丛书:
?
高木直子绘本系列


    
    
  
    
      
      
ISBN:
 9787561334973


    
    
  



","《人气绘本天后高木直子作品典藏》包括《150cm Life》（1、2、3）《一个人住第五年》《一个人上东京》《一个人的第一次》。2006年10月出版的《人气绘本天后》（3册）亦使用相同ISBN。
","高木直子，1974年出生于日本三重县。小时候也和很多女孩一样，说“想开花店”“想开面包店”之类的话。但上了初中之后，开始觉得自己还满喜欢绘画的。最后的生活重心是写写散文集，用压克力颜料画画插画、漫画。喜欢的季节是夏天，因为白天很长，又可以穿得单薄些，而且啤酒也特别美味。
畅销作品包括《150cm Life》《一个人住第五年》《一个人上东京》等。
"
1941301,365夜故事（上下）,9.3,"



    
    
  
    

      
 作者
:
        
            
鲁兵 主编

        
           /
            
            
朱延龄 插图

    


    
    
  
    
        
出版社:
 少年儿童出版社


    
    
  

    
    
  

    
    
  

    
    
  

    
    
  
    
出版年:
 1987-2


    
    
  
    
页数:
 上册515 下册549


    
    
  
    
定价:
 2.00元


    
    
  
    
装帧:
 平装


    
    
  

    
    
  
    
      
      
统一书号:
 10024-3779


    
    
  



","这本故事集，是给孩子们的一束繁花，其中有反映孩子们自己的生活的故事和童话，有非常古老的神话和寓言，有外国的童话和传说，也有增进知识，启迪指挥的故事和童话，其间还点缀了几首儿歌，几则谜语。凡是于孩子们有益而有趣的故事，我们能找到的都尽量收了进去。
为了适应四岁至六岁孩子的年龄特点，便于年轻的父母口述，这本集子里的故事大多作了剪裁，或者经过改编，情节简化了，语言口语化了，这对有些原作来说，可能有所逊色，不过孩子们长大之后读到原作，是会得到补偿的。
一年三百六十五天，这本集子供年轻的父母每晚给孩子讲一个故事，就象莳花人每天一早起来，给刚刚吐芽的花木浇一勺水。
",
